A_x,A_y,A_z,CGHeight,ChassisPitchAngle,ChassisRollAngle,time,TireLoadFL,TireLoadFR,TireLoadRL,TireLoadRR
0.03,-1.34,-0.07,429.2,2.81,-0.32,230.1,4139,795,3918,553
0.07,-1.33,-0.07,429.8,2.81,-0.49,230.15,4096,690,4180,700
0.06,-1.32,-0.05,430.1,2.82,-0.66,230.2,3971,646,4067,727
0.07,-1.25,-0.07,430.5,2.82,-0.78,230.25,4043,540,4286,641
0.01,-0.99,-0.13,431.4,2.79,-0.83,230.3,3620,817,3664,839
-0.06,-0.75,-0.14,431.6,2.74,-0.66,230.35,3152,1050,3282,1195
-0.13,-0.62,-0.12,430.9,2.67,-0.52,230.4,3038,1628,2930,1320
-0.18,-0.83,-0.07,429.1,2.54,-0.48,230.45,3257,1547,3055,1279
-0.1,-0.99,-0.02,427.5,2.45,-0.79,230.5,3960,1290,3638,930
-0.08,-1.01,-0.06,427.7,2.4,-0.98,230.55,3964,1096,3599,596
-0.01,-0.79,-0.07,427.9,2.35,-1.06,230.6,3528,1226,3418,1146
0.09,-0.29,-0.07,427.8,2.34,-0.86,230.65,2966,1664,2842,1702
0.14,0.11,-0.06,427.7,2.36,-0.54,230.7,2183,2250,2240,2561
0.22,0.35,-0.07,427.6,2.37,0.03,230.75,1333,2813,1788,3491
0.26,0.36,-0.08,428.4,2.31,-0.01,230.8,1447,2472,2107,3187
0.26,0.28,-0.1,429,2.23,-0.12,230.85,1735,2504,2083,2651
0.24,0.11,-0.1,429.4,2.12,-0.37,230.9,1768,2553,2313,2420
0.25,-0.07,-0.04,428.4,2.07,-0.67,230.95,2264,2217,2587,2372
0.25,-0.16,-0.04,428,2.06,-0.89,231,2546,1874,2791,2283
0.25,-0.22,-0.08,428.3,2.02,-1.24,231.05,2256,1412,3178,1989
0.23,-0.03,-0.12,429,1.9,-1.24,231.1,2130,1978,2633,2131
0.19,0.16,-0.1,428.8,1.8,-1.16,231.15,2083,2704,2087,1980
0.14,0.43,0.02,426.4,1.76,-0.98,231.2,1991,3143,2198,2903
0.1,0.71,0.06,424.2,1.78,-0.77,231.25,1569,3667,2009,3409
0.08,0.9,0.09,422.9,1.78,-0.59,231.3,1578,3966,1710,3672
0.06,1.12,0.07,422.3,1.8,-0.24,231.35,926,4303,1338,4046
0.08,1.15,-0.02,423,1.79,-0.13,231.4,582,4294,1228,4039
0.08,1.22,-0.01,423.5,1.76,-0.13,231.45,736,4334,1104,3907
0.05,1.29,-0.01,423.9,1.72,-0.14,231.5,804,4434,935,3990
0.06,1.35,0.02,423.8,1.73,-0.11,231.55,564,4548,1032,4332
0.07,1.4,0.06,422.9,1.73,-0.08,231.6,790,4730,987,4302
0.09,1.42,0.03,423.3,1.75,-0.1,231.65,500,4609,1084,4422
0.09,1.33,-0.01,424,1.74,-0.26,231.7,548,4175,1151,4242
0.11,1.35,-0.04,424.6,1.71,-0.33,231.75,541,4189,1066,4208
0.15,1.24,-0.03,424.9,1.64,-0.48,231.8,895,4372,958,3735
0.18,1.21,0.03,424.5,1.67,-0.59,231.85,730,4159,1327,4124
0.2,1.3,0.06,423.4,1.69,-0.62,231.9,928,4452,1325,4254
0.16,1.36,0.07,422.6,1.75,-0.57,231.95,786,4657,1117,4538
0.14,1.39,0.05,422.5,1.79,-0.54,232,763,4747,1045,4333
0.21,1.43,0.08,422.2,1.83,-0.57,232.05,689,4521,1262,4467
0.19,1.14,0.06,423,1.89,-0.74,232.1,919,4255,1420,4160
0.18,0.91,0.05,423,1.95,-1.03,232.15,1347,3881,1529,3586
0.21,0.95,0.07,423,2.03,-1.17,232.2,1322,3569,1874,3793
0.18,0.93,0.07,421.9,2.12,-1.18,232.25,1704,3981,1841,3871
0.13,0.83,0.01,423.3,2.18,-1.2,232.3,1076,3649,1613,3807
0.1,0.89,0.08,422.9,2.19,-1.27,232.35,1563,3652,2013,3524
0,1.01,0.04,423.2,2.17,-1.17,232.4,1367,4250,1439,3691
0,1.11,0.04,423.3,2.18,-1.06,232.45,1084,4274,1354,3714
-0.01,1.17,0.06,423,2.17,-1,232.5,933,4321,1335,4004
-0.01,1.23,-0.01,424,2.1,-0.95,232.55,776,4321,1113,3848
0,1.31,0.01,424,2.05,-0.92,232.6,940,4499,965,3877
0.01,1.33,0.03,423.8,2.04,-0.87,232.65,885,4683,807,4048
0.02,1.38,0.03,423.6,2.05,-0.82,232.7,605,4447,1103,4307
0.01,1.42,0.04,423.4,2.02,-0.78,232.75,804,4730,829,4219
0.01,1.38,-0.02,424,2.01,-0.76,232.8,624,4607,802,4087
0.01,1.36,-0.02,424.6,1.99,-0.79,232.85,479,4303,975,4185
0,1.4,0,424.8,1.92,-0.85,232.9,657,4734,858,3997
0,1.37,-0.05,425.5,1.89,-0.9,232.95,679,4463,760,3799
0.04,1.42,-0.01,425,1.85,-0.94,233,617,4574,1041,4172
0.03,1.37,-0.04,425.4,1.8,-0.9,233.05,551,4442,804,4044
0.06,1.28,-0.09,426.4,1.77,-0.9,233.1,289,4351,638,4032
0.09,1.37,-0.04,426,1.68,-0.99,233.15,621,4370,834,3926
0.07,1.35,-0.05,426.1,1.63,-1.01,233.2,345,4475,818,4027
0.1,1.29,-0.1,426.9,1.6,-1.09,233.25,263,4159,923,3849
0.03,1.32,-0.09,426.7,1.44,-1.22,233.3,588,4290,709,3794
0.04,1.33,-0.09,426.8,1.33,-1.27,233.35,606,4175,703,3916
0.08,1.33,-0.09,426.7,1.27,-1.29,233.4,634,3936,734,4049
0.08,1.22,-0.14,427.8,1.14,-1.24,233.45,956,3606,803,3363
0.12,1.35,0.03,426.7,1.07,-0.95,233.5,723,4465,695,4189
0.12,0.95,-0.07,428.9,1.03,-0.71,233.55,446,2757,913,3788
0.11,1.49,0.04,422.1,0.95,-0.43,233.6,958,5670,854,5251
0.1,1.25,-0.3,424.2,0.95,-0.19,233.65,673,4676,942,5100
0.22,1.65,0.26,415.4,0.96,-0.03,233.7,405,6706,1345,7368
0.12,0.78,-0.33,427,0.92,0.07,233.75,774,3486,1388,919
0.4,1,0.17,426.6,1.04,0.26,233.8,291,1447,1761,3821
0.15,1.18,-0.12,423.1,1.11,0.4,233.85,182,4697,1724,4184
0.12,1.39,0.12,420.7,1.07,0.47,233.9,561,6127,1494,3537
0.16,1.23,0.24,418.1,0.99,0.44,233.95,433,6571,1270,4839
-0.03,0.89,0.21,427.6,0.88,0.18,234,829,1048,1254,521
0.22,0.85,-0.23,423.7,0.72,-0.27,234.05,1119,4681,1363,4760
0.19,0.42,-0.28,425.4,0.73,-0.65,234.1,1695,3214,1978,3883
0.26,0.38,0.1,423.2,0.76,-0.9,234.15,2014,2592,2262,3709
0.14,0.2,-0.2,422.5,0.83,-0.98,234.2,2376,2088,2363,4095
0.26,0.16,0.01,423.1,0.83,-0.85,234.25,2086,2136,2591,2856
0.24,0.15,-0.02,422.5,0.77,-0.76,234.3,2526,2140,2272,2403
0.28,0.19,-0.02,422.5,0.75,-0.36,234.35,2060,2487,2314,2941
0.26,0.29,0,421.8,0.75,-0.04,234.4,2091,2620,2234,3108
0.25,0.4,0.04,421.2,0.75,0.19,234.45,1932,3154,1749,3313
0.24,0.54,0.1,419.5,0.83,0.53,234.5,1839,3542,2028,3671
0.24,0.58,0.01,420.3,0.91,0.72,234.55,1436,3149,2111,3567
0.22,0.6,0.04,420.3,0.93,0.8,234.6,1495,2989,2024,3622
0.26,0.57,-0.06,422.3,0.87,0.95,234.65,1536,2991,1699,3380
0.26,0.53,-0.04,422.9,0.84,1.04,234.7,1560,3127,1767,3195
0.28,0.49,0.01,422.4,0.85,1.08,234.75,1844,3034,1924,3148
0.27,0.3,0.05,421.3,0.94,1.02,234.8,1963,2755,2457,3224
0.25,0.08,0.05,420.9,0.99,0.9,234.85,2282,2534,2566,3011
0.18,-0.13,0.02,420.9,0.98,0.78,234.9,2757,2116,2754,2499
-0.03,-0.46,0.02,420.6,0.94,0.57,234.95,3354,1809,3013,2018
-0.07,-0.67,0,420.5,0.89,0.44,235,3680,1598,3084,1598
-0.05,-0.8,0.04,419.9,0.86,0.38,235.05,3959,1519,3304,1475
0.01,-0.99,0.05,419.3,0.82,0.32,235.1,4206,1251,3462,1575
0.03,-1.08,0.04,419.4,0.84,0.31,235.15,4379,1008,3767,1317
-0.01,-1.12,0.03,419.4,0.85,0.33,235.2,4393,1056,3703,1312
0.02,-1.15,-0.03,420.4,0.86,0.39,235.25,4219,606,3752,1302
0.03,-1.2,-0.03,421.1,0.8,0.49,235.3,4212,738,3627,1122
0.09,-1.21,-0.03,421.5,0.77,0.52,235.35,4416,783,3633,929
0.17,-1.25,-0.02,421.9,0.78,0.58,235.4,4190,387,4111,1237
0.18,-1.25,-0.02,422,0.77,0.7,235.45,4180,560,3958,1318
0.19,-1.2,-0.08,423.2,0.74,0.77,235.5,3937,466,3907,1042
0.17,-1.21,-0.07,423.7,0.66,0.94,235.55,3957,602,3596,1205
0.17,-1.23,-0.07,423.9,0.6,0.98,235.6,4178,391,3974,1019
0.2,-1.28,-0.04,423.6,0.55,1.03,235.65,4207,498,3813,1191
0.18,-1.31,-0.03,423.3,0.46,1.1,235.7,4127,623,4011,1069
0.2,-1.26,-0.08,423.7,0.39,1.13,235.75,4071,446,3848,1087
0.17,-1.29,-0.04,423.2,0.34,1.15,235.8,4306,316,4066,1106
0.18,-1.29,-0.05,423.7,0.22,1.24,235.85,4048,331,3957,1009
0.17,-1.31,-0.05,423.1,0.11,1.25,235.9,4241,661,4003,804
0.17,-1.33,-0.04,422.6,0.07,1.22,235.95,4268,613,3970,899
0.17,-1.37,-0.02,421.7,-0.01,1.18,236,4414,500,4119,1069
0.15,-1.32,-0.07,421.9,-0.09,1.19,236.05,4320,382,3921,796
0.17,-1.33,-0.04,421.4,-0.13,1.22,236.1,4219,513,3906,1062
0.21,-1.35,-0.03,420.4,-0.18,1.18,236.15,4404,509,4110,908
0.2,-1.44,0.06,418.7,-0.19,1.12,236.2,4644,752,4333,1070
0.19,-1.42,0.04,418.3,-0.18,1.07,236.25,4620,685,4471,965
0.22,-1.46,0.06,417.4,-0.15,0.99,236.3,4606,644,4533,1149
0.16,-1.38,0.03,417.7,-0.15,0.92,236.35,4707,382,4362,945
0.21,-1.41,0.03,417.9,-0.14,0.95,236.4,4450,457,4420,1096
0.17,-1.4,0.02,417.9,-0.14,0.98,236.45,4396,724,4317,918
0.21,-1.37,0.01,418.3,-0.14,0.97,236.5,4432,670,4306,1070
0.21,-1.34,0.03,418,-0.13,0.95,236.55,4544,863,4249,920
0.26,-1.37,0.06,417.4,-0.08,0.93,236.6,4283,676,4521,1220
0.22,-1.3,0.03,417.6,-0.05,0.89,236.65,4292,666,4426,1159
0.24,-1.3,0.06,417,-0.04,0.84,236.7,4526,1235,4331,995
0.27,-1.23,0.06,417.1,0.04,0.87,236.75,4153,822,4482,1459
0.25,-1.14,-0.02,418.3,0.1,0.88,236.8,3978,430,4309,1421
0.23,-1.16,0.05,418.1,0.09,0.96,236.85,3924,1205,3998,1130
0.21,-1.05,-0.05,419.8,0.1,1.07,236.9,3636,852,3914,1318
0.22,-1.06,-0.01,420.6,0.1,1.15,236.95,3886,378,3730,1372
0.22,-0.98,-0.06,420.7,0.1,1.25,237,3829,733,3487,1576
0.18,-1.04,0.07,418.3,0.09,1.34,237.05,4359,1149,3779,1585
0.19,-1.07,0.08,417,0.11,1.38,237.1,4315,1250,3943,1677
0.16,-1.1,0.12,416.2,0.14,1.38,237.15,4333,1000,4171,1695
-0.12,-1.17,0.05,416.2,0.14,1.43,237.2,4458,1083,3747,1289
-0.12,-1.2,0.02,416.2,0.08,1.46,237.25,4462,954,3811,1034
-0.11,-1.25,0.01,416.3,0.02,1.51,237.3,4638,902,3665,1206
-0.11,-1.32,0.03,415.8,-0.09,1.57,237.35,5226,949,3691,847
-0.1,-1.46,0.11,414.4,-0.08,1.67,237.4,4885,1243,3973,1051
-0.04,-1.53,0.17,412.7,-0.05,1.66,237.45,5126,1272,4526,1070
-0.05,-1.57,0.2,411.2,0.06,1.51,237.5,5281,1112,4607,1184
0.04,-1.53,0.15,411.7,0.17,1.4,237.55,5094,662,4846,1155
0.04,-1.45,0.07,413.1,0.2,1.42,237.6,4874,434,4386,1153
0.04,-1.38,-0.03,416.2,0.2,1.59,237.65,4418,521,4013,1056
0.03,-1.37,-0.05,417.7,0.16,1.67,237.7,4381,652,3860,936
0.03,-1.38,-0.03,418.2,0.13,1.66,237.75,4561,611,3989,922
0.08,-1.38,0.01,418.3,0.11,1.63,237.8,4600,504,4187,869
0.09,-1.37,-0.01,418.7,0.1,1.68,237.85,4315,639,4025,1127
0.07,-1.36,0,418.7,0.07,1.7,237.9,4732,609,3986,861
0.15,-1.36,0.03,418.5,0.07,1.73,237.95,4333,713,4343,1025
0.18,-1.31,0,418.9,0.07,1.71,238,4144,612,4162,1216
0.17,-1.29,-0.01,419.2,0.06,1.68,238.05,4282,666,4114,1115
0.21,-1.27,-0.03,419.7,0.02,1.69,238.1,4135,678,4022,1148
0.16,-1.29,0,419.4,0,1.7,238.15,4347,799,3967,1061
0.19,-1.2,-0.04,420,-0.01,1.71,238.2,3999,427,3950,1188
0.19,-1.18,-0.05,420.2,-0.09,1.76,238.25,4041,804,3787,1049
0.18,-1.07,-0.07,420.6,-0.14,1.82,238.3,3805,762,3599,1310
0.21,-1,-0.02,420.1,-0.16,1.88,238.35,3646,875,3738,1485
0.19,-0.89,-0.04,420,-0.23,2.02,238.4,3438,1138,3462,1484
0.23,-0.83,-0.06,420,-0.28,2.08,238.45,3363,1111,3473,1622
0.21,-0.78,-0.06,420,-0.31,2.11,238.5,3413,972,3350,1505
0.18,-0.66,-0.04,419.1,-0.35,2.25,238.55,3215,1478,3224,1620
0.2,-0.56,-0.01,418.2,-0.35,2.38,238.6,2929,1551,3206,2120
0.22,-0.48,-0.03,418.3,-0.38,2.44,238.65,2899,1620,3136,2109
0.21,-0.37,-0.07,418.7,-0.45,2.57,238.7,2726,1816,2776,2090
0.19,-0.31,-0.02,418.1,-0.48,2.64,238.75,2758,1920,2737,2215
0.22,-0.28,-0.02,417.8,-0.5,2.67,238.8,2625,2080,2747,2325
0.23,-0.24,-0.02,417.6,-0.53,2.69,238.85,2517,2043,2759,2370
0.2,-0.21,-0.04,417.7,-0.58,2.68,238.9,2607,2121,2622,2150
0.21,-0.2,-0.03,417.5,-0.59,2.68,238.95,2582,1996,2678,2309
0.2,-0.18,-0.01,416.8,-0.62,2.68,239,2639,2325,2726,2265
0.21,-0.17,-0.01,416.6,-0.62,2.67,239.05,2614,2208,2659,2289
0.21,-0.16,0.01,416.1,-0.61,2.67,239.1,2429,2141,2749,2594
0.22,-0.14,-0.05,416.9,-0.66,2.67,239.15,2268,2054,2577,2373
0.21,-0.14,-0.08,417.9,-0.73,2.65,239.2,2227,1971,2467,2276
0.21,-0.12,-0.1,418.2,-0.78,2.63,239.25,2320,2119,2417,2193
0.2,-0.11,-0.05,417.5,-0.81,2.57,239.3,2267,2227,2595,2327
0.22,-0.13,-0.01,416.5,-0.82,2.51,239.35,2391,2163,2753,2475
0.19,-0.11,0.03,416,-0.84,2.48,239.4,2501,2369,2596,2388
0.22,-0.12,0.02,415.6,-0.86,2.46,239.45,2471,2221,2649,2558
0.21,-0.1,-0.01,415.9,-0.88,2.45,239.5,2451,2242,2616,2451
0.21,-0.11,-0.04,416.2,-0.9,2.45,239.55,2221,2178,2586,2433
0.2,-0.08,0.01,415.3,-0.92,2.44,239.6,2483,2529,2510,2358
0.24,-0.08,0.05,414.5,-0.88,2.4,239.65,2306,2336,2958,2793
0.2,-0.08,-0.02,415.2,-0.9,2.36,239.7,2287,2247,2701,2424
0.24,-0.06,-0.02,415.3,-0.93,2.33,239.75,2412,2338,2486,2430
0.18,-0.05,0.02,414.7,-0.91,2.33,239.8,2288,2402,2620,2812
0.21,-0.03,0,415.1,-0.91,2.3,239.85,2265,2337,2648,2568
0.19,-0.01,-0.07,416.2,-0.96,2.28,239.9,2145,2154,2430,2493
0.21,-0.02,-0.05,416.6,-1.03,2.31,239.95,2268,2404,2236,2362
0.21,-0.01,-0.1,417.2,-1.04,2.34,240,2104,2070,2425,2489
0.18,0.03,-0.03,416.1,-1.09,2.36,240.05,2332,2675,2331,2340
0.23,0.04,0.02,415.1,-1.07,2.35,240.1,2183,2523,2571,2685
0.2,0.05,0,414.9,-1.06,2.33,240.15,1990,2404,2644,2814
0.19,0.05,-0.05,415.3,-1.09,2.31,240.2,2175,2318,2315,2536
0.21,0.07,-0.07,415.9,-1.13,2.31,240.25,1929,2324,2358,2564
0.19,0.07,-0.09,416.3,-1.17,2.32,240.3,2077,2487,2052,2337
0.19,0.07,-0.05,416.1,-1.23,2.29,240.35,2177,2383,2375,2577
0.22,0.1,-0.02,415.5,-1.25,2.28,240.4,2286,2524,2307,2481
0.24,0.1,-0.06,415.8,-1.24,2.27,240.45,1851,2239,2571,2930
0.2,0.09,-0.06,415.6,-1.33,2.23,240.5,2112,2715,2187,2351
0.23,0.11,-0.01,414.9,-1.33,2.13,240.55,2003,2554,2523,2751
0.18,0.1,-0.02,414.7,-1.34,2.06,240.6,2298,2578,2205,2646
0.23,0.09,0.06,412.8,-1.32,1.97,240.65,2491,2724,2606,2766
0.19,0.07,0.1,411.7,-1.25,1.97,240.7,2492,2586,2691,2742
0.2,0.05,-0.05,413.3,-1.23,2,240.75,1813,1670,2583,3047
0.17,0.04,-0.23,417.2,-1.43,2.13,240.8,1981,2474,1750,1855
0.18,0.07,0.03,414.8,-1.49,2.15,240.85,2675,3138,1866,2065
0.24,0.1,0.09,412.9,-1.38,2.09,240.9,2352,2802,2839,3110
0.22,0.06,0,411.9,-1.29,1.92,240.95,1957,2040,3257,3004
0.19,0.03,-0.14,414.6,-1.41,1.86,241,2013,2139,2213,2167
0.18,0.02,-0.17,416,-1.49,1.86,241.05,2109,2272,1907,1967
0.2,0.01,-0.02,414.8,-1.56,1.83,241.1,2511,2727,2425,2398
0.19,0,0.01,413.6,-1.51,1.8,241.15,2461,2513,2630,2523
0.2,-0.02,0.03,412.8,-1.48,1.78,241.2,2143,2258,2804,2871
0.21,-0.03,-0.07,413.6,-1.54,1.7,241.25,2391,2279,2397,2305
0.2,-0.05,-0.03,413.5,-1.58,1.63,241.3,2553,2272,2450,2278
0.19,-0.08,-0.07,413.8,-1.59,1.62,241.35,2287,2053,2444,2438
0.19,-0.08,-0.05,414.2,-1.66,1.64,241.4,2349,2336,2238,2434
0.2,-0.06,-0.03,413.8,-1.7,1.63,241.45,2424,2436,2472,2346
0.21,-0.06,0.02,412.8,-1.69,1.61,241.5,2428,2756,2608,2586
0.2,-0.07,0.03,411.9,-1.67,1.49,241.55,2664,2075,2852,2760
0.22,-0.05,0,412.1,-1.69,1.45,241.6,2624,2257,2516,2502
0.2,-0.05,-0.03,412.3,-1.7,1.49,241.65,2322,2228,2561,2548
0.18,-0.06,-0.07,413,-1.74,1.58,241.7,2191,2440,2262,2439
0.21,-0.03,0,412.3,-1.75,1.52,241.75,2346,2541,2337,2428
0.2,-0.03,0.06,411.5,-1.73,1.45,241.8,2305,2525,2696,2671
0.19,-0.04,0.02,411.2,-1.72,1.38,241.85,2445,2327,2740,2515
0.2,-0.04,-0.01,411.5,-1.72,1.36,241.9,2061,2337,2645,2605
0.19,-0.05,-0.02,411.9,-1.74,1.32,241.95,2393,2161,2611,2581
0.2,-0.04,-0.03,412.2,-1.77,1.27,242,2491,2198,2590,2351
0.18,-0.04,0.02,411.4,-1.75,1.33,242.05,2526,2459,2527,2570
0.2,-0.05,-0.03,411.9,-1.75,1.37,242.1,2156,2177,2561,2610
0.18,-0.02,-0.07,413,-1.82,1.41,242.15,2427,2193,2280,2137
0.21,0,-0.09,413.5,-1.86,1.49,242.2,2210,2154,2428,2440
0.19,0.01,-0.07,413.4,-1.89,1.56,242.25,2163,2303,2198,2421
0.21,0.04,-0.06,413.1,-1.93,1.66,242.3,2174,2314,2280,2601
0.2,0.04,-0.03,412.5,-1.95,1.69,242.35,2364,2338,2360,2504
0.19,0.05,-0.02,411.9,-1.95,1.74,242.4,2171,2585,2531,2624
0.2,0.09,-0.08,412.6,-2.01,1.81,242.45,1823,2441,2124,2652
0.17,0.09,-0.02,412.1,-2.06,1.76,242.5,2320,2844,1943,2406
0.22,0.09,0.02,410.9,-2.04,1.71,242.55,2409,2683,2563,2706
0.19,0.08,0.02,409.9,-1.98,1.66,242.6,2033,2519,2582,2787
0.19,0.05,-0.07,411.2,-2.03,1.63,242.65,2035,2120,2310,2659
0.19,0.06,-0.13,412.4,-2.09,1.63,242.7,2090,2249,2217,2204
0.2,0.04,0,410.9,-2.11,1.67,242.75,2427,2570,2440,2710
0.18,0.03,0.02,410,-2.06,1.7,242.8,2251,2403,2568,2769
0.17,0.03,-0.02,410.3,-2.07,1.72,242.85,2014,2235,2517,2635
0.16,0,-0.13,412.3,-2.18,1.68,242.9,1980,2344,2120,2171
0.19,0.03,-0.14,412.9,-2.24,1.57,242.95,2234,2233,2213,2250
0.18,-0.01,-0.03,411.7,-2.26,1.51,243,2587,2487,2439,2294
0.21,0.01,0.1,408.9,-2.21,1.53,243.05,2469,2473,2836,2905
0.18,-0.01,0.05,408.5,-2.18,1.61,243.1,2320,2348,2687,2839
0.18,0,-0.04,409.6,-2.2,1.65,243.15,2018,2155,2501,2679
0.17,0.02,-0.12,411.8,-2.33,1.73,243.2,2281,2341,1933,2024
0.2,0.03,-0.06,411.4,-2.36,1.83,243.25,2022,2495,2281,2575
0.17,0.05,-0.03,410.9,-2.36,1.86,243.3,2055,2338,2493,2491
0.17,0.05,-0.05,410.5,-2.4,1.86,243.35,2360,2364,2405,2418
0.16,0.07,-0.02,409.4,-2.4,1.88,243.4,2402,2629,2312,2578
0.18,0.08,0.04,408.4,-2.38,1.93,243.45,2172,2477,2527,2839
0.17,0.08,-0.04,408.7,-2.39,2.05,243.5,2270,2476,2213,2714
-0.03,0.09,-0.05,408.8,-2.42,2.16,243.55,2266,2516,2144,2636
-0.17,0.07,-0.01,408.4,-2.47,2.23,243.6,2576,2730,1893,2216
-0.29,0.08,-0.02,407.3,-2.57,2.37,243.65,2273,2916,1900,2309
-0.68,0.08,-0.05,406.7,-2.73,2.39,243.7,2660,3070,1633,1973
-0.87,0.08,-0.09,406.1,-2.89,2.37,243.75,3003,3081,1568,1686
-0.84,0.08,-0.05,404.3,-3.19,2.4,243.8,3072,3552,1158,1566
-0.94,0.09,-0.09,403.7,-3.33,2.44,243.85,2752,3521,1219,1622
-1.02,0.09,-0.07,403.1,-3.41,2.4,243.9,2942,3456,1149,1499
-1.18,0.1,-0.07,402.1,-3.63,2.24,243.95,3505,3548,1067,1152
-0.54,0.12,0.05,400.5,-3.69,2.25,244,3390,3913,1285,1608
-0.18,0.15,0.07,399.8,-3.55,2.32,244.05,3099,3393,1660,2193
-0.21,0.1,-0.03,401.4,-3.16,2.46,244.1,2338,2348,1753,2821
-0.8,0.03,-0.07,402.5,-3.09,2.53,244.15,2309,2688,1891,2207
-1.09,-0.04,-0.06,402.3,-3.23,2.54,244.2,3065,3098,1562,1631
-0.89,-0.08,-0.05,401.5,-3.57,2.49,244.25,3392,3457,1282,1229
-0.88,-0.08,-0.08,401.4,-3.68,2.37,244.3,3271,3349,1269,1154
-0.93,-0.16,0.05,399.5,-3.69,2.28,244.35,3729,3420,1860,1510
-0.98,-0.17,0.08,397.3,-3.66,2.21,244.4,3982,3140,1933,1589
-0.85,-0.23,0.04,397.1,-3.65,2.3,244.45,3678,3052,1808,1580
-0.78,-0.22,-0.04,398.2,-3.66,2.38,244.5,3257,2663,1883,1512
-0.65,-0.22,-0.19,402.2,-3.75,2.5,244.55,2824,2441,1407,1160
-0.62,-0.22,-0.18,403.8,-3.84,2.52,244.6,3026,2606,1442,1044
-0.64,-0.26,-0.06,402.8,-3.85,2.5,244.65,3625,2957,1564,1048
-0.59,-0.29,0.1,399.6,-3.75,2.4,244.7,3753,2786,2523,1781
-0.66,-0.25,0.04,399,-3.71,2.38,244.75,3553,2787,2167,1716
-0.74,-0.28,0.03,398.8,-3.72,2.42,244.8,3347,2833,1984,1653
-0.88,-0.22,-0.02,398.8,-3.82,2.55,244.85,3603,2806,1450,1510
-0.98,-0.26,-0.06,399.1,-3.95,2.65,244.9,3468,2826,1595,1384
-0.94,-0.26,-0.1,399.9,-4.06,2.7,244.95,3303,3071,1485,1061
-0.92,-0.29,-0.1,400.1,-4.19,2.66,245,3473,2937,1462,1103
-0.93,-0.36,-0.06,399.1,-4.24,2.57,245.05,3770,3033,1801,1085
-0.9,-0.37,-0.03,399.1,-4.27,2.51,245.1,3561,2859,1722,1105
-0.89,-0.48,-0.03,398.4,-4.36,2.33,245.15,3942,2881,1921,991
-0.89,-0.52,0,397.7,-4.4,2.16,245.2,4384,2742,2072,950
-0.8,-0.61,0.06,396.7,-4.37,2.09,245.25,4590,2563,2193,1001
-0.6,-0.72,0.04,396.4,-4.26,2.05,245.3,3929,2194,2685,1316
-0.39,-0.75,0,397.4,-4.22,1.98,245.35,3871,2174,2869,1138
-0.3,-0.75,-0.09,399.4,-4.2,1.9,245.4,3742,1883,2550,967
-0.24,-0.83,-0.07,401.3,-4.14,1.62,245.45,4104,1377,2828,1002
-0.2,-0.89,-0.03,401.5,-4.11,1.52,245.5,4438,1632,2660,1285
-0.18,-0.94,0.05,400.6,-4.05,1.45,245.55,4081,1844,3294,1192
-0.12,-0.95,0.03,401,-3.96,1.3,245.6,3886,1256,3338,1726
-0.2,-0.96,-0.07,402.6,-4,1.21,245.65,4332,965,3115,941
-0.24,-0.98,-0.07,402.9,-4.05,1.25,245.7,4364,974,3011,1147
-0.24,-1.03,-0.04,403.3,-4.16,1.46,245.75,4671,880,2859,1259
-0.23,-1.15,0.02,402.2,-4.24,1.62,245.8,4810,1504,2795,983
-0.26,-1.21,0.14,399.4,-4.23,1.62,245.85,4939,2170,3478,752
-0.18,-1.27,0.21,396.4,-4.01,1.23,245.9,4704,1489,4458,1251
-0.16,-1.24,0.09,397.5,-3.91,0.91,245.95,4677,943,4066,1499
-0.15,-1.25,0.07,398.2,-3.93,0.78,246,4968,980,3771,1007
-0.2,-1.22,-0.06,402,-3.98,0.83,246.05,4314,1024,3276,807
-0.22,-1.24,-0.09,403.2,-4.04,0.79,246.1,4338,1067,3334,705
-0.21,-1.3,0.03,402.2,-4.08,0.66,246.15,4767,1303,3568,591
-0.22,-1.31,0.01,402.5,-4.1,0.48,246.2,4787,775,3729,921
-0.2,-1.34,-0.02,402.5,-4.15,0.41,246.25,4968,965,3707,747
-0.18,-1.32,-0.01,402.5,-4.18,0.36,246.3,4910,815,3585,635
-0.2,-1.52,0.13,400.5,-4.15,0.3,246.35,5463,1311,3746,974
-0.14,-1.35,0.03,401,-4.03,0.18,246.4,4905,569,4151,811
-0.16,-1.43,0.05,400.9,-3.97,0.2,246.45,4647,429,4348,1299
-0.14,-1.28,-0.08,403.2,-4.09,0.27,246.5,4705,661,3368,633
-0.14,-1.32,-0.07,404,-4.17,0.33,246.55,4806,943,3170,645
-0.21,-1.36,-0.02,403.6,-4.17,0.3,246.6,4912,950,3523,702
-0.14,-1.43,0.01,402.7,-4.15,0.19,246.65,5234,681,3738,884
-0.1,-1.44,0.06,401.9,-4.12,0.15,246.7,5242,705,3871,765
-0.08,-1.37,0.03,402.3,-4.08,0.17,246.75,4980,578,4085,789
0,-1.4,-0.01,403.6,-4.07,0.34,246.8,4607,740,3602,1390
-0.04,-1.33,-0.05,404.5,-4.15,0.33,246.85,4739,749,3346,559
-0.03,-1.33,-0.05,405,-4.16,0.36,246.9,4749,465,3765,859
-0.04,-1.38,0.01,404.3,-4.2,0.44,246.95,4990,652,3806,882
